0.035079,1.464
0.027754,1.4646
0.020013,1.4653
0.011949,1.4664
0.0041922,1.4676
-0.0028043,1.4688
-0.0091026,1.4702
-0.014678,1.4719
-0.019747,1.4737
-0.024113,1.4756
-0.027828,1.4776
-0.030968,1.4795
-0.033432,1.4812
-0.034938,1.4823
-0.035224,1.4827
-0.034389,1.4826
-0.032576,1.482
-0.029726,1.4805
-0.026074,1.4785
-0.022491,1.4771
-0.018955,1.4764
-0.015186,1.476
-0.010892,1.4756
-0.0056786,1.4747
0.00097962,1.4734
0.010445,1.4717
0.020579,1.4703
0.031624,1.4689
0.043219,1.4677
0.054481,1.4671
0.064799,1.4673
0.076302,1.468
0.085133,1.469
0.09325,1.47
0.10102,1.471
0.10844,1.472
0.11542,1.4729
0.12386,1.4744
0.1294,1.4756
0.13343,1.4768
0.13619,1.4782
0.13804,1.4794
0.13954,1.4803
0.14106,1.4804
0.1429,1.4803
0.14405,1.48
0.1441,1.4795
0.14257,1.4787
0.13969,1.4778
0.13412,1.4758
0.12979,1.475
0.12452,1.4744
0.11844,1.4741
0.11174,1.4739
0.1051,1.4739
0.096707,1.4725
0.092316,1.4715
0.088804,1.4704
0.08545,1.469
0.081533,1.4674
0.076433,1.466
0.067716,1.4641
0.060485,1.4632
0.05254,1.4628
0.04436,1.4627
0.036113,1.4629
0.02801,1.4633
0.018699,1.4636
0.011153,1.4644
0.0038463,1.4654
-0.0029988,1.4665
-0.0092642,1.4678
-0.015062,1.4694
-0.021176,1.4709
-0.025567,1.4727
-0.029491,1.4746
-0.0327,1.4762
-0.034917,1.4772
-0.035955,1.4774
-0.036356,1.4769
-0.035121,1.4762
-0.033049,1.475
-0.030008,1.4729
-0.026528,1.4709
-0.023097,1.4696
-0.019862,1.4687
-0.016167,1.4682
-0.012019,1.4676
-0.0069512,1.4663
-0.00027892,1.4645
0.0082348,1.4625
0.018848,1.4601
0.030146,1.4578
0.041442,1.4561
0.051864,1.4554
0.0612,1.4554
0.069587,1.4557
0.078098,1.4566
0.085448,1.4575
0.092645,1.4584
0.099697,1.4593
0.10649,1.46
0.11286,1.4606
0.11924,1.4617
0.12384,1.4625
