-0.051483,0.55629
-0.026038,0.54974
0.013729,0.538
0.05931,0.52276
0.10508,0.50684
0.14909,0.49211
0.19019,0.47938
0.22601,0.46853
0.25978,0.46181
0.29007,0.45977
0.3158,0.46254
0.33285,0.46766
0.337,0.47112
0.3265,0.47023
0.30485,0.46576
0.28052,0.45921
0.25604,0.45175
0.23151,0.44515
0.20753,0.4399
0.18267,0.4349
0.16005,0.43152
0.13803,0.42806
0.11399,0.42375
0.088443,0.4191
0.064369,0.41491
0.039642,0.41144
0.017364,0.40914
-0.0035961,0.40765
-0.02444,0.40687
-0.04516,0.4067
-0.06594,0.40687
-0.08736,0.40738
-0.10815,0.40864
-0.12829,0.41054
-0.1481,0.41315
-0.16764,0.41657
-0.18713,0.4209
-0.20597,0.42579
-0.22573,0.4319
-0.24579,0.43853
-0.26665,0.44577
-0.2877,0.45386
-0.3079,0.46298
-0.32299,0.47235
-0.33644,0.48317
-0.34518,0.4944
-0.3464,0.50556
-0.34142,0.519
-0.33117,0.53543
-0.31134,0.55319
-0.29256,0.57131
-0.27386,0.58678
-0.25174,0.59905
-0.22568,0.60549
-0.19463,0.60548
-0.15408,0.60107
-0.11334,0.5939
-0.072152,0.5849
-0.030711,0.57392
0.011361,0.56067
0.054098,0.54574
0.1007,0.52773
0.14577,0.51136
0.18882,0.49679
0.22949,0.48494
0.26812,0.47721
0.30426,0.47381
0.34175,0.47442
0.36806,0.47935
0.37854,0.48356
0.37278,0.48358
0.3536,0.47928
0.32982,0.47292
0.30912,0.46522
0.2838,0.45675
0.25873,0.45015
0.23481,0.44484
0.21345,0.44123
0.19244,0.43834
0.16973,0.43359
0.14493,0.42782
0.12066,0.422
0.098566,0.417
0.078475,0.4132
0.058972,0.41044
0.038164,0.40847
0.017947,0.40728
-0.0021618,0.40653
-0.022187,0.40611
-0.042056,0.4061
-0.062399,0.40659
-0.084753,0.40776
-0.10687,0.40965
-0.12802,0.41242
-0.14827,0.41613
-0.16839,0.42083
-0.18827,0.42647
-0.20874,0.43282
-0.22971,0.43977
-0.25063,0.4473
-0.27089,0.45553
-0.28914,0.46449
-0.30332,0.47391
