-0.10467,0.090009
0.10265,0.095463
0.099792,0.10162
0.094247,0.10793
0.084749,0.11363
0.071726,0.11752
0.055497,0.11911
0.036596,0.11886
0.014867,0.11736
-0.0097155,0.11503
-0.036902,0.11223
-0.066327,0.10933
-0.097843,0.10678
-0.13036,0.10468
-0.16335,0.10322
-0.19639,0.10257
-0.22881,0.10286
-0.25986,0.10411
-0.28947,0.10634
-0.31628,0.10906
-0.33982,0.11177
-0.35982,0.11406
-0.37536,0.11547
-0.38559,0.1156
-0.39093,0.11454
-0.3903,0.11151
-0.38381,0.10662
-0.37167,0.099912
-0.35451,0.091928
-0.33676,0.083449
-0.31843,0.074861
-0.2977,0.067351
-0.27686,0.061382
-0.25547,0.065903
-0.23162,0.068837
-0.20837,0.070436
-0.18521,0.072078
-0.16282,0.073586
-0.14001,0.075055
-0.11819,0.076454
-0.096927,0.077744
-0.076906,0.078912
-0.058761,0.080003
-0.041103,0.080952
-0.022761,0.081759
-0.0032917,0.082422
0.017583,0.082943
0.039793,0.083347
0.06261,0.083635
0.086404,0.083798
0.1113,0.083887
0.13702,0.083882
0.16315,0.083804
0.18892,0.083654
0.21302,0.083424
0.23592,0.083082
0.25789,0.083373
0.27949,0.085823
0.30146,0.089739
0.32454,0.095369
0.34833,0.10256
0.37259,0.11083
0.39594,0.11991
0.41684,0.12958
0.43422,0.13947
0.44741,0.14883
0.45579,0.15946
0.45663,0.17223
0.4514,0.18627
0.44189,0.20082
0.42778,0.21643
0.40967,0.23047
0.38766,0.23985
0.36262,0.24392
0.33407,0.24311
0.30189,0.23803
0.26626,0.22935
0.2268,0.21752
0.18325,0.20335
0.13662,0.18825
0.086663,0.17295
0.033506,0.15798
-0.021396,0.144
-0.076566,0.13134
-0.13268,0.12016
-0.18754,0.11181
-0.23985,0.10759
-0.28855,0.10716
-0.33232,0.10988
-0.36942,0.11513
-0.4,0.12214
-0.41931,0.12678
-0.42449,0.12604
-0.41684,0.12037
-0.39981,0.11156
-0.37969,0.1019
-0.35517,0.091291
-0.32897,0.081143
-0.30326,0.07795
-0.27662,0.076581
-0.25167,0.076258
-0.22534,0.07631
-0.19741,0.076587
-0.16811,0.077147
-0.13943,0.077883
-0.11149,0.078714
-0.084919,0.079573
-0.059384,0.080403
-0.034298,0.081166
-0.0089236,0.081815
0.017229,0.082339
0.044507,0.08273
0.072806,0.083015
0.10152,0.083187
0.12973,0.08325
0.15711,0.083227
0.18349,0.083107
0.20914,0.082876
0.23468,0.083292
0.26055,0.085704
0.28691,0.089583
0.31371,0.095374
0.34062,0.10319
0.36775,0.11231
0.39381,0.1223
0.41683,0.13287
0.43451,0.14349
0.44582,0.15531
0.44949,0.16954
0.44233,0.18439
0.43086,0.19887
0.41593,0.2141
0.39714,0.22749
0.37519,0.23599
0.34857,0.23889
0.31664,0.23663
0.28029,0.23001
0.24031,0.21982
0.19572,0.2066
0.14752,0.19144
0.096164,0.17558
0.04243,0.15982
-0.012658,0.14477
-0.06834,0.13093
-0.1249,0.11898
-0.18183,0.10986
-0.23848,0.10495
-0.2922,0.10462
-0.34008,0.10826
-0.37971,0.11448
-0.41127,0.12227
-0.43057,0.12654
-0.43365,0.1238
-0.42387,0.11598
-0.40501,0.10667
-0.38084,0.096656
-0.35189,0.085722
-0.32248,0.079614
-0.29271,0.077687
-0.26288,0.076928
-0.23204,0.076894
-0.20091,0.077361
-0.17059,0.078023
-0.14099,0.078765
-0.1124,0.079519
-0.084908,0.080241
-0.058351,0.080886
-0.031808,0.081418
-0.0041001,0.081818
0.024907,0.082107
0.054945,0.082291
0.085337,0.08236
0.11548,0.082308
0.14405,0.082279
0.17096,0.082445
0.19729,0.083331
0.22384,0.085283
0.25042,0.088384
0.27767,0.092576
0.3055,0.098004
0.33363,0.10497
0.36168,0.11314
0.38914,0.12224
0.41432,0.13201
0.43521,0.14199
0.45004,0.15129
0.45825,0.16078
0.45795,0.17218
