0.1876,0.13127
0.23656,0.13099
0.28246,0.13506
0.32467,0.14235
0.35976,0.15104
0.38535,0.15929
0.40199,0.165
0.41078,0.16638
0.41013,0.16231
0.39902,0.15346
0.38137,0.14288
0.36397,0.13141
0.3448,0.11743
0.32499,0.10429
0.30544,0.093461
0.28667,0.08556
0.27157,0.083884
0.25121,0.084292
0.23185,0.084077
0.20829,0.084004
0.18788,0.084215
0.16506,0.084491
0.14355,0.084797
0.12192,0.085131
0.10124,0.08547
0.081213,0.085819
0.062317,0.086149
0.043898,0.086411
0.025835,0.086595
0.0078494,0.086714
-0.010531,0.086783
-0.02881,0.086805
-0.046903,0.086793
-0.06497,0.08687
-0.083018,0.087451
-0.10095,0.088171
-0.11915,0.088974
-0.13769,0.089804
-0.15688,0.090449
-0.17703,0.090936
-0.19798,0.091399
-0.21955,0.091951
-0.24175,0.092602
-0.26383,0.093141
-0.28486,0.093892
-0.30383,0.095035
-0.32058,0.096306
-0.33387,0.099008
-0.34283,0.10417
-0.34667,0.11315
-0.34413,0.12808
-0.33523,0.14567
-0.32274,0.15958
-0.31728,0.17352
-0.31236,0.18733
-0.30319,0.19751
-0.28645,0.20375
-0.26266,0.20584
-0.23305,0.20465
-0.19794,0.20078
-0.15932,0.19488
-0.11859,0.18679
-0.075561,0.17658
-0.029982,0.16519
0.017712,0.15409
0.066725,0.14428
0.11627,0.13624
0.16587,0.13044
0.21529,0.12795
0.26264,0.12987
0.30709,0.13582
0.34558,0.14403
0.37382,0.15238
0.39305,0.15908
0.40402,0.16219
0.40675,0.16032
0.40073,0.15405
0.38661,0.14523
0.37022,0.13549
0.35233,0.12374
0.33405,0.11111
0.31631,0.099588
0.29895,0.09007
0.2849,0.087061
0.27057,0.084245
0.2535,0.082619
0.23058,0.082506
0.20614,0.082281
0.18376,0.082487
0.16219,0.082866
0.14107,0.083283
0.12036,0.083749
0.10056,0.084252
0.081514,0.084774
0.063096,0.085277
0.045005,0.085731
0.026697,0.086127
0.0086128,0.086456
-0.0092282,0.086709
-0.026773,0.08689
-0.044069,0.087001
-0.061404,0.087041
-0.079242,0.087036
-0.097096,0.086995
-0.11519,0.086932
-0.13384,0.087252
-0.15321,0.088038
-0.17312,0.089059
-0.19389,0.090064
-0.21514,0.091051
-0.23641,0.092075
-0.25757,0.093031
-0.27798,0.093965
-0.29659,0.095145
-0.31247,0.096804
-0.32473,0.099673
-0.33224,0.10432
-0.33503,0.11115
-0.33194,0.12361
-0.32233,0.14014
-0.30975,0.1537
-0.304,0.16778
-0.2996,0.18166
-0.29149,0.19159
-0.27529,0.1973
-0.25198,0.19906
-0.22342,0.19793
-0.19038,0.19445
-0.15414,0.18878
-0.11567,0.1811
-0.074893,0.17134
-0.031578,0.16018
0.013802,0.14922
0.061179,0.13946
0.10985,0.13162
0.15907,0.12636
0.20698,0.12449
0.25265,0.12676
0.29621,0.13274
0.33329,0.14088
0.36003,0.14861
0.37851,0.15447
0.38959,0.15721
0.39304,0.1558
0.38806,0.14986
0.3759,0.14171
0.36039,0.13302
0.34358,0.12245
0.32612,0.1105
0.30964,0.098528
0.29373,0.087797
0.27729,0.079086
0.26041,0.072584
0.24591,0.070929
0.22843,0.075435
0.20998,0.077119
0.18887,0.078147
0.1691,0.079203
0.14825,0.080257
0.12849,0.081236
0.10896,0.082143
0.090437,0.082988
0.072417,0.083738
0.055099,0.084382
0.038022,0.084909
0.021272,0.085329
-0.22071,0.082613
0.20626,0.083518
0.19039,0.08383
0.17304,0.083879
0.15472,0.083865
0.13642,0.083991
0.11894,0.084265
0.10303,0.084624
0.088696,0.08506
0.075173,0.085494
0.062038,0.085875
0.048745,0.086192
0.035283,0.086415
0.021222,0.086583
0.0066681,0.086713
-0.0085224,0.08681
-0.024066,0.086859
-0.039724,0.08691
-0.055307,0.087185
-0.070862,0.087181
-0.086353,0.08741
-0.10188,0.087935
-0.1176,0.088451
-0.13373,0.08902
-0.15063,0.089639
-0.1687,0.090227
-0.1879,0.090822
-0.20799,0.091191
-0.22874,0.091615
-0.24922,0.092055
-0.26855,0.09254
-0.28577,0.093305
-0.30014,0.094801
-0.31045,0.097549
-0.31686,0.10303
-0.31821,0.11286
-0.3145,0.12836
-0.30441,0.14619
-0.29283,0.16032
-0.28765,0.17389
-0.28219,0.18647
-0.27112,0.19481
-0.25123,0.19853
-0.22294,0.19804
-0.18958,0.19477
-0.15214,0.18919
-0.11227,0.18181
-0.07017,0.1729
-0.025169,0.16288
0.023005,0.15286
0.072589,0.14356
0.12331,0.13612
0.17509,0.13178
0.22592,0.13159
0.27331,0.13559
0.31794,0.14284
0.35633,0.15165
0.38502,0.16062
0.40332,0.16714
0.41402,0.16928
0.41735,0.1667
0.41156,0.15948
0.39783,0.1493
0.38265,0.13905
0.36566,0.12751
